iter	Passed	Remaining
903	4437	471
904	4441	466
905	4446	461
906	4451	456
907	4454	451
908	4460	446
909	4465	441
910	4469	436
911	4474	431
912	4479	426
913	4483	421
914	4487	416
915	4493	412
916	4497	407
917	4502	402
918	4506	397
919	4511	392
920	4516	387
921	4520	382
922	4524	377
923	4529	372
924	4534	367
925	4537	362
926	4543	357
927	4548	352
928	4552	347
929	4559	343
930	4564	338
931	4568	333
932	4574	328
933	4578	323
934	4581	318
935	4585	313
936	4591	308
937	4594	303
938	4598	298
939	4602	293
940	4607	288
941	4612	283
942	4615	278
943	4620	274
944	4624	269
945	4629	264
946	4633	259
947	4638	254
948	4643	249
949	4647	244
950	4652	239
951	4657	234
952	4673	230
953	4680	225
954	4688	220
955	4697	216
956	4704	211
957	4711	206
958	4717	201
959	4723	196
960	4729	191
961	4735	187
962	4740	182
963	4752	177
964	4757	172
965	4762	167
966	4769	162
967	4776	157
968	4780	152
969	4786	148
970	4791	143
971	4795	138
972	4800	133
973	4804	128
974	4809	123
975	4813	118
976	4817	113
977	4821	108
978	4825	103
979	4829	98
980	4834	93
981	4837	88
982	4841	83
983	4845	78
984	4850	73
985	4853	68
986	4857	63
987	4861	59
988	4866	54
989	4870	49
990	4874	44
991	4878	39
992	4883	34
993	4888	29
994	4892	24
995	4897	19
996	4901	14
997	4906	9
998	4910	4
999	4915	0
